working_df_idx,original_samplename,chunk_id,filepath,primary_label,secondary_labels,matches_primary,matches_secondary,top_class
18844,sobtyr1-XC493621,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC493621.ogg,sobtyr1,[''],False,False,goldcr1
18844,sobtyr1-XC493621,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC493621.ogg,sobtyr1,[''],False,False,coatit2
18844,sobtyr1-XC493621,4,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC493621.ogg,sobtyr1,[''],False,False,goldcr1
18844,sobtyr1-XC493621,5,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC493621.ogg,sobtyr1,[''],False,False,coatit2
18844,sobtyr1-XC493621,6,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC493621.ogg,sobtyr1,[''],False,False,goldcr1
18845,sobtyr1-XC493813,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC493813.ogg,sobtyr1,[''],False,False,mouwre1
18846,sobtyr1-XC496786,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC496786.ogg,sobtyr1,[''],False,False,yefgra1
18846,sobtyr1-XC496786,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC496786.ogg,sobtyr1,[''],False,False,ornant1
18846,sobtyr1-XC496786,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC496786.ogg,sobtyr1,[''],False,False,yefgra1
18847,sobtyr1-XC504846,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC504846.ogg,sobtyr1,[''],False,False,nswowl
18847,sobtyr1-XC504846,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC504846.ogg,sobtyr1,[''],False,False,monwoo1
18847,sobtyr1-XC504846,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC504846.ogg,sobtyr1,[''],False,False,nswowl
18848,sobtyr1-XC50527,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC50527.ogg,sobtyr1,[''],False,False,bushti
18849,sobtyr1-XC50528,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC50528.ogg,sobtyr1,[''],False,False,mouwre1
18849,sobtyr1-XC50528,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC50528.ogg,sobtyr1,[''],False,False,yefgra1
18850,sobtyr1-XC50529,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC50529.ogg,sobtyr1,[''],False,False,yefgra1
18851,sobtyr1-XC52702,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC52702.ogg,sobtyr1,[''],False,False,boptyr1
18852,sobtyr1-XC52703,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC52703.ogg,sobtyr1,[''],False,False,comchi1
18853,sobtyr1-XC531440,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC531440.ogg,sobtyr1,[''],False,False,hanfly1
18853,sobtyr1-XC531440,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC531440.ogg,sobtyr1,[''],False,False,hanfly1
18853,sobtyr1-XC531440,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC531440.ogg,sobtyr1,[''],False,False,hanfly1
18853,sobtyr1-XC531440,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC531440.ogg,sobtyr1,[''],False,False,slaflo1
18854,sobtyr1-XC534551,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC534551.ogg,sobtyr1,['olipic1'],False,False,crcwar
18854,sobtyr1-XC534551,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC534551.ogg,sobtyr1,['olipic1'],False,False,blcwar1
18854,sobtyr1-XC534551,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC534551.ogg,sobtyr1,['olipic1'],False,False,peatre1
18854,sobtyr1-XC534551,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC534551.ogg,sobtyr1,['olipic1'],False,False,vepcor1
18855,sobtyr1-XC534552,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC534552.ogg,sobtyr1,['yebela1'],False,False,spobar1
18856,sobtyr1-XC536528,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC536528.ogg,sobtyr1,[''],False,False,yelwhe1
18857,sobtyr1-XC538744,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC538744.ogg,sobtyr1,[''],False,False,coatit2
18857,sobtyr1-XC538744,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC538744.ogg,sobtyr1,[''],False,False,comchi1
18857,sobtyr1-XC538744,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC538744.ogg,sobtyr1,[''],False,False,peatre1
18857,sobtyr1-XC538744,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC538744.ogg,sobtyr1,[''],False,False,coatit2
18858,sobtyr1-XC541176,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC541176.ogg,sobtyr1,"['cotfly1', 'rumfly1']",False,False,lottit1
18858,sobtyr1-XC541176,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC541176.ogg,sobtyr1,"['cotfly1', 'rumfly1']",False,False,firecr1
18858,sobtyr1-XC541176,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC541176.ogg,sobtyr1,"['cotfly1', 'rumfly1']",False,False,grswoo
18858,sobtyr1-XC541176,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC541176.ogg,sobtyr1,"['cotfly1', 'rumfly1']",False,False,firecr1
18858,sobtyr1-XC541176,4,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC541176.ogg,sobtyr1,"['cotfly1', 'rumfly1']",False,False,firecr1
18858,sobtyr1-XC541176,5,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC541176.ogg,sobtyr1,"['cotfly1', 'rumfly1']",False,False,loeowl
18858,sobtyr1-XC541176,6,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC541176.ogg,sobtyr1,"['cotfly1', 'rumfly1']",False,False,lottit1
18859,sobtyr1-XC543019,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC543019.ogg,sobtyr1,[''],False,False,yefgra1
18859,sobtyr1-XC543019,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC543019.ogg,sobtyr1,[''],False,False,spobar1
18860,sobtyr1-XC546512,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC546512.ogg,sobtyr1,[''],False,False,afpkin1
18861,sobtyr1-XC54673,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC54673.ogg,sobtyr1,[''],False,False,gretit1
18862,sobtyr1-XC54674,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC54674.ogg,sobtyr1,[''],False,False,bfqdov1
18863,sobtyr1-XC548318,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC548318.ogg,sobtyr1,[''],False,False,winwre4
18863,sobtyr1-XC548318,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC548318.ogg,sobtyr1,[''],False,False,eurnig1
18863,sobtyr1-XC548318,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC548318.ogg,sobtyr1,[''],False,False,spofly1
18863,sobtyr1-XC548318,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC548318.ogg,sobtyr1,[''],False,False,winwre4
18864,sobtyr1-XC550961,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550961.ogg,sobtyr1,[''],False,False,goldcr1
18864,sobtyr1-XC550961,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550961.ogg,sobtyr1,[''],False,False,goldcr1
18864,sobtyr1-XC550961,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550961.ogg,sobtyr1,[''],False,False,goldcr1
18865,sobtyr1-XC550962,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550962.ogg,sobtyr1,[''],False,False,coatit2
18865,sobtyr1-XC550962,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550962.ogg,sobtyr1,[''],False,False,rhptyr1
18865,sobtyr1-XC550962,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550962.ogg,sobtyr1,[''],False,False,bortai1
18866,sobtyr1-XC550967,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550967.ogg,sobtyr1,[''],False,False,wrenth1
18866,sobtyr1-XC550967,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550967.ogg,sobtyr1,[''],False,False,wrenth1
18866,sobtyr1-XC550967,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550967.ogg,sobtyr1,[''],False,False,eupowl1
18866,sobtyr1-XC550967,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550967.ogg,sobtyr1,[''],False,False,eupowl1
18866,sobtyr1-XC550967,4,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550967.ogg,sobtyr1,[''],False,False,wrenth1
18866,sobtyr1-XC550967,5,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550967.ogg,sobtyr1,[''],False,False,wrenth1
18866,sobtyr1-XC550967,6,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550967.ogg,sobtyr1,[''],False,False,whttyr1
18866,sobtyr1-XC550967,7,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550967.ogg,sobtyr1,[''],False,False,eurbla
18866,sobtyr1-XC550967,8,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550967.ogg,sobtyr1,[''],False,False,cedwax
18866,sobtyr1-XC550967,9,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC550967.ogg,sobtyr1,[''],False,False,wrenth1
18867,sobtyr1-XC552932,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC552932.ogg,sobtyr1,[''],False,False,gretit1
18868,sobtyr1-XC556181,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC556181.ogg,sobtyr1,[''],False,False,eurnut2
18868,sobtyr1-XC556181,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC556181.ogg,sobtyr1,[''],False,False,plushc1
18868,sobtyr1-XC556181,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC556181.ogg,sobtyr1,[''],False,False,yefgra1
18868,sobtyr1-XC556181,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC556181.ogg,sobtyr1,[''],False,False,parwar1
18868,sobtyr1-XC556181,4,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC556181.ogg,sobtyr1,[''],False,False,parwar1
18868,sobtyr1-XC556181,5,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC556181.ogg,sobtyr1,[''],False,False,eurnut2
18868,sobtyr1-XC556181,6,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC556181.ogg,sobtyr1,[''],False,False,commoo3
18868,sobtyr1-XC556181,7,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC556181.ogg,sobtyr1,[''],False,False,yefgra1
18868,sobtyr1-XC556181,8,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC556181.ogg,sobtyr1,[''],False,False,eurnut2
18868,sobtyr1-XC556181,9,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC556181.ogg,sobtyr1,[''],False,False,yefgra1
18868,sobtyr1-XC556181,10,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC556181.ogg,sobtyr1,[''],False,False,brnshr
18868,sobtyr1-XC556181,11,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC556181.ogg,sobtyr1,[''],False,False,whbcon1
18868,sobtyr1-XC556181,12,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC556181.ogg,sobtyr1,[''],False,False,tartyr1
18868,sobtyr1-XC556181,13,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC556181.ogg,sobtyr1,[''],False,False,eurnut2
18869,sobtyr1-XC557251,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC557251.ogg,sobtyr1,"['grekis', 'colcha1']",False,False,cosbil1
18869,sobtyr1-XC557251,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC557251.ogg,sobtyr1,"['grekis', 'colcha1']",False,False,martit2
18869,sobtyr1-XC557251,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC557251.ogg,sobtyr1,"['grekis', 'colcha1']",False,False,lottit1
18870,sobtyr1-XC55806,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC55806.ogg,sobtyr1,[''],False,False,eursta
18870,sobtyr1-XC55806,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC55806.ogg,sobtyr1,[''],False,False,vibhum1
18870,sobtyr1-XC55806,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC55806.ogg,sobtyr1,[''],False,False,cedwax
18870,sobtyr1-XC55806,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC55806.ogg,sobtyr1,[''],False,False,coatit2
18870,sobtyr1-XC55806,4,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC55806.ogg,sobtyr1,[''],False,False,winwre4
18870,sobtyr1-XC55806,5,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC55806.ogg,sobtyr1,[''],False,False,winwre4
18870,sobtyr1-XC55806,6,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC55806.ogg,sobtyr1,[''],False,False,misthr1
18870,sobtyr1-XC55806,7,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC55806.ogg,sobtyr1,[''],False,False,eursta
18870,sobtyr1-XC55806,8,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC55806.ogg,sobtyr1,[''],False,False,gretit1
18871,sobtyr1-XC560654,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC560654.ogg,sobtyr1,[''],False,False,coatit2
18871,sobtyr1-XC560654,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC560654.ogg,sobtyr1,[''],False,False,whtgol1
18872,sobtyr1-XC566554,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC566554.ogg,sobtyr1,[''],False,False,slbgul1
18872,sobtyr1-XC566554,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC566554.ogg,sobtyr1,[''],False,False,greher1
18872,sobtyr1-XC566554,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC566554.ogg,sobtyr1,[''],False,False,giasni1
18872,sobtyr1-XC566554,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC566554.ogg,sobtyr1,[''],False,False,cedwax
18872,sobtyr1-XC566554,4,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC566554.ogg,sobtyr1,[''],False,False,goldcr1
18872,sobtyr1-XC566554,5,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC566554.ogg,sobtyr1,[''],False,False,cattyr
18873,sobtyr1-XC577957,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC577957.ogg,sobtyr1,[''],False,False,eupowl1
18873,sobtyr1-XC577957,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC577957.ogg,sobtyr1,[''],False,False,eupowl1
18874,sobtyr1-XC577958,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC577958.ogg,sobtyr1,[''],False,False,wrenth1
18875,sobtyr1-XC580454,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC580454.ogg,sobtyr1,[''],False,False,gocspa1
18875,sobtyr1-XC580454,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC580454.ogg,sobtyr1,[''],False,False,bubtyr1
18875,sobtyr1-XC580454,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC580454.ogg,sobtyr1,[''],False,False,bubtyr1
18875,sobtyr1-XC580454,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC580454.ogg,sobtyr1,[''],False,False,bubtyr1
18875,sobtyr1-XC580454,4,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC580454.ogg,sobtyr1,[''],False,False,bubtyr1
18875,sobtyr1-XC580454,5,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC580454.ogg,sobtyr1,[''],False,False,bubtyr1
18875,sobtyr1-XC580454,6,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC580454.ogg,sobtyr1,[''],False,False,gocspa1
18876,sobtyr1-XC580800,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC580800.ogg,sobtyr1,[''],False,False,eurbla
18877,sobtyr1-XC582634,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC582634.ogg,sobtyr1,[''],False,False,coatit2
18877,sobtyr1-XC582634,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC582634.ogg,sobtyr1,[''],False,False,coatit2
18877,sobtyr1-XC582634,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC582634.ogg,sobtyr1,[''],False,False,lottit1
18877,sobtyr1-XC582634,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC582634.ogg,sobtyr1,[''],False,False,lottit1
18877,sobtyr1-XC582634,4,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC582634.ogg,sobtyr1,[''],False,False,lottit1
18877,sobtyr1-XC582634,5,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC582634.ogg,sobtyr1,[''],False,False,goldcr1
18878,sobtyr1-XC586946,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC586946.ogg,sobtyr1,[''],False,False,recflu1
18878,sobtyr1-XC586946,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC586946.ogg,sobtyr1,[''],False,False,recflu1
18878,sobtyr1-XC586946,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC586946.ogg,sobtyr1,[''],False,False,recflu1
18878,sobtyr1-XC586946,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC586946.ogg,sobtyr1,[''],False,False,recflu1
18878,sobtyr1-XC586946,4,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC586946.ogg,sobtyr1,[''],False,False,recflu1
18878,sobtyr1-XC586946,5,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC586946.ogg,sobtyr1,[''],False,False,recflu1
18878,sobtyr1-XC586946,6,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC586946.ogg,sobtyr1,[''],False,False,recflu1
18878,sobtyr1-XC586946,7,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC586946.ogg,sobtyr1,[''],False,False,recflu1
18878,sobtyr1-XC586946,8,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC586946.ogg,sobtyr1,[''],False,False,recflu1
18878,sobtyr1-XC586946,9,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC586946.ogg,sobtyr1,[''],False,False,recflu1
18878,sobtyr1-XC586946,10,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC586946.ogg,sobtyr1,[''],False,False,recflu1
18878,sobtyr1-XC586946,11,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC586946.ogg,sobtyr1,[''],False,False,recflu1
18878,sobtyr1-XC586946,12,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC586946.ogg,sobtyr1,[''],False,False,recflu1
18878,sobtyr1-XC586946,13,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC586946.ogg,sobtyr1,[''],False,False,recflu1
18879,sobtyr1-XC589601,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC589601.ogg,sobtyr1,[''],False,False,whttyr1
18880,sobtyr1-XC591000,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC591000.ogg,sobtyr1,[''],False,False,yefgra1
18880,sobtyr1-XC591000,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC591000.ogg,sobtyr1,[''],False,False,yefgra1
18881,sobtyr1-XC592836,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC592836.ogg,sobtyr1,[''],False,False,sathum1
18882,sobtyr1-XC593033,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC593033.ogg,sobtyr1,[''],False,False,firecr3
18883,sobtyr1-XC599432,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC599432.ogg,sobtyr1,[''],False,False,nopowl
18883,sobtyr1-XC599432,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC599432.ogg,sobtyr1,[''],False,False,yefgra1
18883,sobtyr1-XC599432,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC599432.ogg,sobtyr1,[''],False,False,peatre1
18883,sobtyr1-XC599432,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC599432.ogg,sobtyr1,[''],False,False,yefgra1
18883,sobtyr1-XC599432,4,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC599432.ogg,sobtyr1,[''],False,False,yefgra1
18884,sobtyr1-XC602556,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC602556.ogg,sobtyr1,[''],False,False,blutit
18884,sobtyr1-XC602556,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC602556.ogg,sobtyr1,[''],False,False,blutit
18885,sobtyr1-XC602558,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC602558.ogg,sobtyr1,[''],False,False,blutit
18885,sobtyr1-XC602558,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC602558.ogg,sobtyr1,[''],False,False,blutit
18885,sobtyr1-XC602558,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC602558.ogg,sobtyr1,[''],False,False,blutit
18886,sobtyr1-XC604864,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC604864.ogg,sobtyr1,[''],False,False,gretit1
18886,sobtyr1-XC604864,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC604864.ogg,sobtyr1,[''],False,False,gretit1
18886,sobtyr1-XC604864,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC604864.ogg,sobtyr1,[''],False,False,snbfly1
18887,sobtyr1-XC604865,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC604865.ogg,sobtyr1,[''],False,False,gretit1
18887,sobtyr1-XC604865,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC604865.ogg,sobtyr1,[''],False,False,spehum1
18887,sobtyr1-XC604865,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC604865.ogg,sobtyr1,[''],False,False,gretit1
18888,sobtyr1-XC605333,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC605333.ogg,sobtyr1,['grekis'],False,False,moctyr1
18888,sobtyr1-XC605333,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC605333.ogg,sobtyr1,['grekis'],False,False,goldcr1
18889,sobtyr1-XC605758,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC605758.ogg,sobtyr1,[''],False,False,greani1
18890,sobtyr1-XC606666,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC606666.ogg,sobtyr1,[''],False,False,capuch1
18890,sobtyr1-XC606666,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC606666.ogg,sobtyr1,[''],False,False,spotow
18890,sobtyr1-XC606666,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC606666.ogg,sobtyr1,[''],False,False,sttant5
18890,sobtyr1-XC606666,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC606666.ogg,sobtyr1,[''],False,False,capuch1
18891,sobtyr1-XC609798,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC609798.ogg,sobtyr1,[''],False,False,eyrgra1
18892,sobtyr1-XC61208,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC61208.ogg,sobtyr1,[''],False,False,chbqut1
18892,sobtyr1-XC61208,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC61208.ogg,sobtyr1,[''],False,False,lotman1
18892,sobtyr1-XC61208,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC61208.ogg,sobtyr1,[''],False,False,goldcr1
18892,sobtyr1-XC61208,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC61208.ogg,sobtyr1,[''],False,False,goldcr1
18893,sobtyr1-XC612768,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC612768.ogg,sobtyr1,[''],False,False,leabul1
18894,sobtyr1-XC612769,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC612769.ogg,sobtyr1,[''],False,False,woothr
18894,sobtyr1-XC612769,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC612769.ogg,sobtyr1,[''],False,False,blfgro1
18894,sobtyr1-XC612769,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC612769.ogg,sobtyr1,[''],False,False,unifin1
18895,sobtyr1-XC615591,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC615591.ogg,sobtyr1,[''],False,False,copsun2
18895,sobtyr1-XC615591,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC615591.ogg,sobtyr1,[''],False,False,yefgra1
18895,sobtyr1-XC615591,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC615591.ogg,sobtyr1,[''],False,False,baleag
18895,sobtyr1-XC615591,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC615591.ogg,sobtyr1,[''],False,False,copsun2
18895,sobtyr1-XC615591,4,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC615591.ogg,sobtyr1,[''],False,False,yefgra1
18895,sobtyr1-XC615591,5,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC615591.ogg,sobtyr1,[''],False,False,yefgra1
18896,sobtyr1-XC616305,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC616305.ogg,sobtyr1,[''],False,False,ecupic1
18896,sobtyr1-XC616305,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC616305.ogg,sobtyr1,[''],False,False,eurbul
18896,sobtyr1-XC616305,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC616305.ogg,sobtyr1,[''],False,False,wbtwar1
18896,sobtyr1-XC616305,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC616305.ogg,sobtyr1,[''],False,False,grewar3
18896,sobtyr1-XC616305,4,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC616305.ogg,sobtyr1,[''],False,False,grewar3
18896,sobtyr1-XC616305,5,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC616305.ogg,sobtyr1,[''],False,False,whsflo1
18897,sobtyr1-XC619637,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC619637.ogg,sobtyr1,[''],False,False,blutit
18897,sobtyr1-XC619637,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC619637.ogg,sobtyr1,[''],False,False,lotsyl1
18897,sobtyr1-XC619637,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC619637.ogg,sobtyr1,[''],False,False,blutit
18898,sobtyr1-XC627416,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC627416.ogg,sobtyr1,[''],True,False,sobtyr1
18898,sobtyr1-XC627416,1,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC627416.ogg,sobtyr1,[''],False,False,goldcr1
18898,sobtyr1-XC627416,2,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC627416.ogg,sobtyr1,[''],False,False,yefgra1
18898,sobtyr1-XC627416,3,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC627416.ogg,sobtyr1,[''],True,False,sobtyr1
18899,sobtyr1-XC627417,0,/kaggle/input/birdclef-2025/train_audio/sobtyr1/XC627417.ogg,sobtyr1,[''],False,False,bcptyr1
